state,state_name,page_type,tier,name,population,latitude,longitude,url_slug,include_reason
GA,Georgia,city,Extended,Canton,25469,34.23676,-84.49076,/{segment}/ga/canton/,tier1-corridor-state
GA,Georgia,corridor,Extended,I-16 (Georgia),,,,/{segment}/corridors/i-16/ga/,tier2-freight-corridor; route-page-only
GA,Georgia,corridor,Core,I-20 (Georgia),,,,/{segment}/corridors/i-20/ga/,tier1-freight-corridor; full-exit-coverage
GA,Georgia,corridor,Extended,I-24 (Georgia),,,,/{segment}/corridors/i-24/ga/,tier2-freight-corridor; route-page-only
GA,Georgia,corridor,Extended,I-59 (Georgia),,,,/{segment}/corridors/i-59/ga/,tier2-freight-corridor; route-page-only
GA,Georgia,corridor,Core,I-75 (Georgia),,,,/{segment}/corridors/i-75/ga/,tier1-freight-corridor; full-exit-coverage
GA,Georgia,corridor,Core,I-85 (Georgia),,,,/{segment}/corridors/i-85/ga/,tier1-freight-corridor; full-exit-coverage
GA,Georgia,corridor,Core,I-95 (Georgia),,,,/{segment}/corridors/i-95/ga/,tier1-freight-corridor; full-exit-coverage
HI,Hawaii,city,Core,Honolulu,350964,21.30694,-157.85833,/{segment}/hi/honolulu/,pop>=50k;top10-in-state
HI,Hawaii,city,Extended,East Honolulu,49914,21.28906,-157.71734,/{segment}/hi/east-honolulu/,top10-in-state
HI,Hawaii,city,Extended,Pearl City,47698,21.39734,-157.97516,/{segment}/hi/pearl-city/,top10-in-state
HI,Hawaii,city,Extended,Makakilo / Kapolei / Honokai Hale,46389,21.3374,-158.09676,/{segment}/hi/makakilo--kapolei--honokai-hale/,top10-in-state
HI,Hawaii,city,Extended,Kalihi-Palama,43805,21.32608,-157.87594,/{segment}/hi/kalihi-palama/,top10-in-state
HI,Hawaii,city,Extended,Hilo,43263,19.72991,-155.09073,/{segment}/hi/hilo/,top10-in-state
HI,Hawaii,city,Extended,Joint Base Pearl Harbor Hickam,42184,21.34906,-157.94713,/{segment}/hi/joint-base-pearl-harbor-hickam/,top10-in-state
HI,Hawaii,city,Extended,Aliamanu / Salt Lakes / Foster Village,38833,21.36022,-157.91838,/{segment}/hi/aliamanu--salt-lakes--foster-village/,top10-in-state
HI,Hawaii,city,Extended,Kailua,38635,21.40241,-157.74054,/{segment}/hi/kailua/,top10-in-state
HI,Hawaii,city,Extended,Waipahu,38216,21.38667,-158.00917,/{segment}/hi/waipahu/,top10-in-state
IA,Iowa,city,Core,Des Moines,214133,41.60054,-93.60911,/{segment}/ia/des-moines/,pop>=50k;top10-in-state
IA,Iowa,city,Core,Cedar Rapids,130405,42.00833,-91.64407,/{segment}/ia/cedar-rapids/,pop>=50k;top10-in-state
IA,Iowa,city,Core,Davenport,102582,41.52364,-90.57764,/{segment}/ia/davenport/,pop>=50k;top10-in-state
IA,Iowa,city,Core,Sioux City,82821,42.49999,-96.40031,/{segment}/ia/sioux-city/,pop>=50k;top10-in-state
IA,Iowa,city,Core,Iowa City,74220,41.66113,-91.53017,/{segment}/ia/iowa-city/,pop>=50k;top10-in-state
IA,Iowa,city,Core,Waterloo,68460,42.49276,-92.34296,/{segment}/ia/waterloo/,pop>=50k;top10-in-state
IA,Iowa,city,Core,Ames,65060,42.03471,-93.61994,/{segment}/ia/ames/,pop>=50k;top10-in-state
IA,Iowa,city,Core,West Des Moines,64113,41.57721,-93.71133,/{segment}/ia/west-des-moines/,pop>=50k;top10-in-state
IA,Iowa,city,Core,Council Bluffs,62597,41.26194,-95.86083,/{segment}/ia/council-bluffs/,pop>=50k;top10-in-state
IA,Iowa,city,Core,Dubuque,58799,42.50056,-90.66457,/{segment}/ia/dubuque/,pop>=50k;top10-in-state
IA,Iowa,city,Core,Ankeny,56764,41.72971,-93.60577,/{segment}/ia/ankeny/,pop>=50k
IA,Iowa,city,Extended,Urbandale,44062,41.62666,-93.71217,/{segment}/ia/urbandale/,tier1-corridor-state
IA,Iowa,city,Extended,Cedar Falls,41255,42.52776,-92.44547,/{segment}/ia/cedar-falls/,tier1-corridor-state
IA,Iowa,city,Extended,Marion,37330,42.03417,-91.59768,/{segment}/ia/marion/,tier1-corridor-state
IA,Iowa,city,Extended,Bettendorf,35505,41.52448,-90.51569,/{segment}/ia/bettendorf/,tier1-corridor-state
IA,Iowa,city,Extended,Marshalltown,27620,42.04943,-92.90798,/{segment}/ia/marshalltown/,tier1-corridor-state
IA,Iowa,city,Extended,Mason City,27366,43.15357,-93.20104,/{segment}/ia/mason-city/,tier1-corridor-state
IA,Iowa,city,Extended,Clinton,26064,41.84447,-90.18874,/{segment}/ia/clinton/,tier1-corridor-state
IA,Iowa,city,Extended,Burlington,25410,40.80754,-91.11292,/{segment}/ia/burlington/,tier1-corridor-state
IA,Iowa,corridor,Extended,I-29 (Iowa),,,,/{segment}/corridors/i-29/ia/,tier2-freight-corridor; route-page-only
IA,Iowa,corridor,Core,I-35 (Iowa),,,,/{segment}/corridors/i-35/ia/,tier1-freight-corridor; full-exit-coverage
IA,Iowa,corridor,Extended,I-74 (Iowa),,,,/{segment}/corridors/i-74/ia/,tier2-freight-corridor; route-page-only
IA,Iowa,corridor,Core,I-80 (Iowa),,,,/{segment}/corridors/i-80/ia/,tier1-freight-corridor; full-exit-coverage
ID,Idaho,city,Core,Boise,235684,43.6135,-116.20345,/{segment}/id/boise/,pop>=50k;top10-in-state
ID,Idaho,city,Core,Meridian,90739,43.61211,-116.39151,/{segment}/id/meridian/,pop>=50k;top10-in-state
ID,Idaho,city,Core,Nampa,89839,43.54072,-116.56346,/{segment}/id/nampa/,pop>=50k;top10-in-state
ID,Idaho,city,Core,Idaho Falls,59184,43.46658,-112.03414,/{segment}/id/idaho-falls/,pop>=50k;top10-in-state
ID,Idaho,city,Core,Pocatello,54441,42.8713,-112.44553,/{segment}/id/pocatello/,pop>=50k;top10-in-state
ID,Idaho,city,Core,Caldwell,51686,43.66294,-116.68736,/{segment}/id/caldwell/,pop>=50k;top10-in-state
ID,Idaho,city,Extended,Coeur d'Alene,49122,47.67768,-116.78047,/{segment}/id/coeur-dalene/,top10-in-state
ID,Idaho,city,Extended,Twin Falls,47468,42.56297,-114.46087,/{segment}/id/twin-falls/,top10-in-state
ID,Idaho,city,Extended,Lewiston,32544,46.41655,-117.01766,/{segment}/id/lewiston/,top10-in-state
ID,Idaho,city,Extended,Lewiston Orchards,31422,46.38044,-116.97543,/{segment}/id/lewiston-orchards/,top10-in-state
ID,Idaho,city,Extended,Post Falls,30453,47.71796,-116.95159,/{segment}/id/post-falls/,tier1-corridor-state
ID,Idaho,city,Extended,Rexburg,27663,43.82602,-111.78969,/{segment}/id/rexburg/,tier1-corridor-state
ID,Idaho,city,Extended,Moscow,25060,46.73239,-117.00017,/{segment}/id/moscow/,tier1-corridor-state
ID,Idaho,corridor,Core,I-15 (Idaho),,,,/{segment}/corridors/i-15/id/,tier1-freight-corridor; full-exit-coverage
ID,Idaho,corridor,Extended,I-84 (Idaho),,,,/{segment}/corridors/i-84/id/,tier2-freight-corridor; route-page-only
ID,Idaho,corridor,Extended,I-86 (Idaho),,,,/{segment}/corridors/i-86/id/,tier2-freight-corridor; route-page-only
ID,Idaho,corridor,Core,I-90 (Idaho),,,,/{segment}/corridors/i-90/id/,tier1-freight-corridor; full-exit-coverage
IL,Illinois,city,Core,Chicago,2664452,41.85003,-87.65005,/{segment}/il/chicago/,pop>=50k;top10-in-state
IL,Illinois,city,Core,Aurora,200661,41.76058,-88.32007,/{segment}/il/aurora/,pop>=50k;top10-in-state
IL,Illinois,city,Core,Rockford,148278,42.27113,-89.094,/{segment}/il/rockford/,pop>=50k;top10-in-state
IL,Illinois,city,Core,Joliet,147861,41.52519,-88.0834,/{segment}/il/joliet/,pop>=50k;top10-in-state
IL,Illinois,city,Core,Naperville,147100,41.78586,-88.14729,/{segment}/il/naperville/,pop>=50k;top10-in-state
IL,Illinois,city,Core,Peoria,115070,40.69365,-89.58899,/{segment}/il/peoria/,pop>=50k;top10-in-state
IL,Illinois,city,Core,Springfield,114394,39.80172,-89.64371,/{segment}/il/springfield/,pop>=50k;top10-in-state
IL,Illinois,city,Core,North Peoria,113004,40.71754,-89.58426,/{segment}/il/north-peoria/,pop>=50k;top10-in-state
IL,Illinois,city,Core,Elgin,112111,42.03725,-88.28119,/{segment}/il/elgin/,pop>=50k;top10-in-state
IL,Illinois,city,Core,Waukegan,88475,42.36363,-87.84479,/{segment}/il/waukegan/,pop>=50k;top10-in-state
IL,Illinois,city,Core,West Town,86429,41.89381,-87.67493,/{segment}/il/west-town/,pop>=50k
IL,Illinois,city,Core,Champaign,86096,40.11642,-88.24338,/{segment}/il/champaign/,pop>=50k
IL,Illinois,city,Core,Near North Side,85711,41.90003,-87.6345,/{segment}/il/near-north-side/,pop>=50k
IL,Illinois,city,Core,Cicero,83886,41.84559,-87.75394,/{segment}/il/cicero/,pop>=50k
IL,Illinois,city,Core,Belmont Cragin,79159,41.9317,-87.76867,/{segment}/il/belmont-cragin/,pop>=50k
IL,Illinois,city,Core,Bloomington,78292,40.4842,-88.99369,/{segment}/il/bloomington/,pop>=50k
IL,Illinois,city,Core,Arlington Heights,75926,42.08836,-87.98063,/{segment}/il/arlington-heights/,pop>=50k
IL,Illinois,city,Core,Evanston,75527,42.04114,-87.69006,/{segment}/il/evanston/,pop>=50k
IL,Illinois,city,Core,Schaumburg,74693,42.03336,-88.08341,/{segment}/il/schaumburg/,pop>=50k
IL,Illinois,city,Core,Bolingbrook,74306,41.69864,-88.0684,/{segment}/il/bolingbrook/,pop>=50k
IL,Illinois,city,Core,South Lawndale,73826,41.84364,-87.71255,/{segment}/il/south-lawndale/,pop>=50k
IL,Illinois,city,Core,Logan Square,73702,41.92337,-87.69922,/{segment}/il/logan-square/,pop>=50k
IL,Illinois,city,Core,Decatur,73254,39.84031,-88.9548,/{segment}/il/decatur/,pop>=50k
IL,Illinois,city,Core,West Ridge,72211,41.99975,-87.69284,/{segment}/il/west-ridge/,pop>=50k
IL,Illinois,city,Core,Palatine,69308,42.1103,-88.03424,/{segment}/il/palatine/,pop>=50k
IL,Illinois,city,Core,Lincoln Park,66959,41.9217,-87.64783,/{segment}/il/lincoln-park/,pop>=50k
IL,Illinois,city,Core,Portage Park,64841,41.95781,-87.76506,/{segment}/il/portage-park/,pop>=50k
IL,Illinois,city,Core,Skokie,64821,42.03336,-87.73339,/{segment}/il/skokie/,pop>=50k
IL,Illinois,city,Core,Des Plaines,58677,42.03336,-87.8834,/{segment}/il/des-plaines/,pop>=50k
IL,Illinois,city,Core,Orland Park,58619,41.63031,-87.85394,/{segment}/il/orland-park/,pop>=50k
IL,Illinois,city,Core,Tinley Park,57143,41.57337,-87.78449,/{segment}/il/tinley-park/,pop>=50k
IL,Illinois,city,Core,Oak Lawn,56781,41.71087,-87.75811,/{segment}/il/oak-lawn/,pop>=50k
IL,Illinois,city,Core,Irving Park,56520,41.95336,-87.73645,/{segment}/il/irving-park/,pop>=50k
IL,Illinois,city,Core,Berwyn,56368,41.85059,-87.79367,/{segment}/il/berwyn/,pop>=50k
IL,Illinois,city,Core,Chicago Lawn,55551,41.77503,-87.69644,/{segment}/il/chicago-lawn/,pop>=50k
IL,Illinois,city,Core,Uptown,55137,41.9659,-87.65262,/{segment}/il/uptown/,pop>=50k
IL,Illinois,city,Core,Edgewater,54873,41.98337,-87.66395,/{segment}/il/edgewater/,pop>=50k
IL,Illinois,city,Core,Mount Prospect,54747,42.06642,-87.93729,/{segment}/il/mount-prospect/,pop>=50k
IL,Illinois,city,Core,Rogers Park,54402,42.00864,-87.66672,/{segment}/il/rogers-park/,pop>=50k
IL,Illinois,city,Core,Normal,54373,40.5142,-88.99063,/{segment}/il/normal/,pop>=50k
IL,Illinois,city,Core,Wheaton,53715,41.86614,-88.10701,/{segment}/il/wheaton/,pop>=50k
IL,Illinois,city,Core,Oak Park,52287,41.88503,-87.7845,/{segment}/il/oak-park/,pop>=50k
IL,Illinois,city,Core,Hoffman Estates,52138,42.04281,-88.0798,/{segment}/il/hoffman-estates/,pop>=50k
IL,Illinois,city,Core,Albany Park,52079,41.96836,-87.72339,/{segment}/il/albany-park/,pop>=50k
IL,Illinois,city,Core,South Shore,51451,41.76198,-87.57783,/{segment}/il/south-shore/,pop>=50k
IL,Illinois,city,Extended,Downers Grove,49732,41.80892,-88.01117,/{segment}/il/downers-grove/,tier1-corridor-state
IL,Illinois,city,Extended,Glenview,47446,42.06975,-87.78784,/{segment}/il/glenview/,tier1-corridor-state
IL,Illinois,city,Extended,Elmhurst,45957,41.89947,-87.94034,/{segment}/il/elmhurst/,tier1-corridor-state
IL,Illinois,city,Extended,Auburn Gresham,45842,41.74179,-87.65322,/{segment}/il/auburn-gresham/,tier1-corridor-state
IL,Illinois,city,Extended,Brighton Park,44202,41.81892,-87.69894,/{segment}/il/brighton-park/,tier1-corridor-state
IL,Illinois,city,Extended,Lombard,43797,41.88003,-88.00784,/{segment}/il/lombard/,tier1-corridor-state
IL,Illinois,city,Extended,DeKalb,43211,41.92947,-88.75036,/{segment}/il/dekalb/,tier1-corridor-state
IL,Illinois,city,Extended,Ashburn,42752,41.74753,-87.71116,/{segment}/il/ashburn/,tier1-corridor-state
IL,Illinois,city,Extended,Moline,42681,41.5067,-90.51513,/{segment}/il/moline/,tier1-corridor-state
IL,Illinois,city,Extended,Plainfield,42527,41.62697,-88.20395,/{segment}/il/plainfield/,tier1-corridor-state
IL,Illinois,city,Extended,Urbana,42311,40.11059,-88.20727,/{segment}/il/urbana/,tier1-corridor-state
IL,Illinois,city,Extended,Belleville,42034,38.52005,-89.98399,/{segment}/il/belleville/,tier1-corridor-state
IL,Illinois,city,Extended,Bartlett,41545,41.99503,-88.18563,/{segment}/il/bartlett/,tier1-corridor-state
IL,Illinois,city,Extended,Buffalo Grove,41496,42.15141,-87.95979,/{segment}/il/buffalo-grove/,tier1-corridor-state
IL,Illinois,city,Extended,Gage Park,41202,41.79503,-87.69616,/{segment}/il/gage-park/,tier1-corridor-state
IL,Illinois,city,Extended,New City,40997,41.80753,-87.65644,/{segment}/il/new-city/,tier1-corridor-state
IL,Illinois,city,Extended,Quincy,40780,39.9356,-91.40987,/{segment}/il/quincy/,tier1-corridor-state
IL,Illinois,city,Extended,Lincoln Square,40761,41.97587,-87.68922,/{segment}/il/lincoln-square/,tier1-corridor-state
IL,Illinois,city,Extended,Streamwood,40554,42.02558,-88.17841,/{segment}/il/streamwood/,tier1-corridor-state
IL,Illinois,city,Extended,Crystal Lake,40448,42.24113,-88.3162,/{segment}/il/crystal-lake/,tier1-corridor-state
IL,Illinois,city,Extended,Carol Stream,40356,41.91253,-88.13479,/{segment}/il/carol-stream/,tier1-corridor-state
IL,Illinois,city,Extended,Avondale,39721,41.93892,-87.71117,/{segment}/il/avondale/,tier1-corridor-state
IL,Illinois,city,Extended,Romeoville,39719,41.64753,-88.08951,/{segment}/il/romeoville/,tier1-corridor-state
IL,Illinois,city,Extended,Rock Island,38620,41.50948,-90.57875,/{segment}/il/rock-island/,tier1-corridor-state
IL,Illinois,city,Extended,Carpentersville,38512,42.12114,-88.25786,/{segment}/il/carpentersville/,tier1-corridor-state
IL,Illinois,city,Extended,Hanover Park,38333,41.99947,-88.14507,/{segment}/il/hanover-park/,tier1-corridor-state
IL,Illinois,city,Extended,Wheeling,38079,42.13919,-87.92896,/{segment}/il/wheeling/,tier1-corridor-state
IL,Illinois,city,Extended,Park Ridge,37757,42.01114,-87.84062,/{segment}/il/park-ridge/,tier1-corridor-state
IL,Illinois,city,Extended,Addison,37208,41.9317,-87.98896,/{segment}/il/addison/,tier1-corridor-state
IL,Illinois,city,Extended,Calumet City,37031,41.61559,-87.52949,/{segment}/il/calumet-city/,tier1-corridor-state
IL,Illinois,city,Extended,North Lawndale,35276,41.86003,-87.71839,/{segment}/il/north-lawndale/,tier1-corridor-state
IL,Illinois,city,Extended,North Center,34623,41.95392,-87.67895,/{segment}/il/north-center/,tier1-corridor-state
IL,Illinois,city,Extended,Lower West Side,34410,41.8542,-87.66561,/{segment}/il/lower-west-side/,tier1-corridor-state
IL,Illinois,city,Extended,Glendale Heights,34208,41.9146,-88.06486,/{segment}/il/glendale-heights/,tier1-corridor-state
IL,Illinois,city,Extended,Oswego,33955,41.68281,-88.35146,/{segment}/il/oswego/,tier1-corridor-state
IL,Illinois,city,Extended,Bridgeport,33878,41.83809,-87.65116,/{segment}/il/bridgeport/,tier1-corridor-state
IL,Illinois,city,Extended,Northbrook,33663,42.12753,-87.82895,/{segment}/il/northbrook/,tier1-corridor-state
IL,Illinois,city,Extended,Chicago Loop,33442,41.88407,-87.6333,/{segment}/il/chicago-loop/,tier1-corridor-state
IL,Illinois,city,Extended,Woodridge,33370,41.74697,-88.05034,/{segment}/il/woodridge/,tier1-corridor-state
IL,Illinois,city,Extended,Elk Grove Village,33238,42.00392,-87.97035,/{segment}/il/elk-grove-village/,tier1-corridor-state
IL,Illinois,city,Extended,Pekin,33223,40.56754,-89.64066,/{segment}/il/pekin/,tier1-corridor-state
IL,Illinois,city,Extended,St. Charles,32974,41.91419,-88.30869,/{segment}/il/st-charles/,tier1-corridor-state
IL,Illinois,city,Extended,West Lawn,32749,41.77281,-87.72227,/{segment}/il/west-lawn/,tier1-corridor-state
IL,Illinois,city,Extended,Greater Grand Crossing,32346,41.76113,-87.61485,/{segment}/il/greater-grand-crossing/,tier1-corridor-state
IL,Illinois,city,Extended,West Englewood,32156,41.77809,-87.66672,/{segment}/il/west-englewood/,tier1-corridor-state
IL,Illinois,city,Extended,Danville,32108,40.12448,-87.63002,/{segment}/il/danville/,tier1-corridor-state
IL,Illinois,city,Extended,Mundelein,31582,42.26308,-88.00397,/{segment}/il/mundelein/,tier1-corridor-state
IL,Illinois,city,Extended,Chatham,31392,41.74115,-87.61255,/{segment}/il/chatham/,tier1-corridor-state
IL,Illinois,city,Extended,Galesburg,31273,40.94782,-90.37124,/{segment}/il/galesburg/,tier1-corridor-state
IL,Illinois,city,Extended,Gurnee,31056,42.3703,-87.90202,/{segment}/il/gurnee/,tier1-corridor-state
IL,Illinois,city,Extended,Algonquin,30571,42.16558,-88.29425,/{segment}/il/algonquin/,tier1-corridor-state
IL,Illinois,city,Extended,Chicago Heights,30284,41.50615,-87.6356,/{segment}/il/chicago-heights/,tier1-corridor-state
IL,Illinois,city,Extended,Niles,29876,42.01892,-87.80284,/{segment}/il/niles/,tier1-corridor-state
IL,Illinois,city,Extended,Highland Park,29743,42.18169,-87.80034,/{segment}/il/highland-park/,tier1-corridor-state
IL,Illinois,city,Extended,North Chicago,29491,42.32558,-87.84118,/{segment}/il/north-chicago/,tier1-corridor-state
IL,Illinois,city,Extended,Upper Alton,29251,38.91144,-90.15066,/{segment}/il/upper-alton/,tier1-corridor-state
IL,Illinois,city,Extended,Burbank,29128,41.73392,-87.7795,/{segment}/il/burbank/,tier1-corridor-state
IL,Illinois,city,Extended,Granite City,29054,38.70144,-90.14872,/{segment}/il/granite-city/,tier1-corridor-state
IL,Illinois,city,Extended,Lake in the Hills,29024,42.18169,-88.33036,/{segment}/il/lake-in-the-hills/,tier1-corridor-state
IL,Illinois,city,Extended,O'Fallon,29002,38.59227,-89.91121,/{segment}/il/ofallon/,tier1-corridor-state
IL,Illinois,city,Extended,Lansing,28349,41.56476,-87.53893,/{segment}/il/lansing/,tier1-corridor-state
IL,Illinois,city,Extended,Glen Ellyn,28201,41.87753,-88.06701,/{segment}/il/glen-ellyn/,tier1-corridor-state
IL,Illinois,city,Extended,South Chicago,28095,41.73977,-87.55425,/{segment}/il/south-chicago/,tier1-corridor-state
IL,Illinois,city,Extended,Oak Forest,28074,41.60281,-87.74394,/{segment}/il/oak-forest/,tier1-corridor-state
IL,Illinois,city,Extended,Round Lake Beach,27852,42.37169,-88.09008,/{segment}/il/round-lake-beach/,tier1-corridor-state
IL,Illinois,city,Extended,West Chicago,27447,41.88475,-88.20396,/{segment}/il/west-chicago/,tier1-corridor-state
IL,Illinois,city,Extended,Wilmette,27413,42.07225,-87.72284,/{segment}/il/wilmette/,tier1-corridor-state
IL,Illinois,city,Extended,East Saint Louis,27006,38.6245,-90.15094,/{segment}/il/east-saint-louis/,tier1-corridor-state
IL,Illinois,city,Extended,Alton,27003,38.8906,-90.18428,/{segment}/il/alton/,tier1-corridor-state
IL,Illinois,city,Extended,Hyde Park,26893,41.7942,-87.59394,/{segment}/il/hyde-park/,tier1-corridor-state
IL,Illinois,city,Extended,Kankakee,26676,41.12003,-87.86115,/{segment}/il/kankakee/,tier1-corridor-state
IL,Illinois,city,Extended,McHenry,26657,42.33335,-88.26675,/{segment}/il/mchenry/,tier1-corridor-state
IL,Illinois,city,Extended,Batavia,26495,41.85003,-88.31257,/{segment}/il/batavia/,tier1-corridor-state
IL,Illinois,city,Extended,Carbondale,26399,37.72727,-89.21675,/{segment}/il/carbondale/,tier1-corridor-state
IL,Illinois,city,Extended,Vernon Hills,26314,42.21947,-87.97952,/{segment}/il/vernon-hills/,tier1-corridor-state
IL,Illinois,city,Extended,Englewood,26121,41.77976,-87.64588,/{segment}/il/englewood/,tier1-corridor-state
IL,Illinois,city,Extended,Huntley,26005,42.16808,-88.42814,/{segment}/il/huntley/,tier1-corridor-state
IL,Illinois,city,Extended,New Lenox,25800,41.51198,-87.96561,/{segment}/il/new-lenox/,tier1-corridor-state
IL,Illinois,city,Extended,Melrose Park,25379,41.90059,-87.85673,/{segment}/il/melrose-park/,tier1-corridor-state
IL,Illinois,city,Extended,Harvey,25194,41.61003,-87.64671,/{segment}/il/harvey/,tier1-corridor-state
IL,Illinois,city,Extended,Woodstock,25189,42.31474,-88.4487,/{segment}/il/woodstock/,tier1-corridor-state
IL,Illinois,city,Extended,Lockport,25175,41.58948,-88.05784,/{segment}/il/lockport/,tier1-corridor-state
IL,Illinois,city,Extended,Belvidere,25132,42.26391,-88.84427,/{segment}/il/belvidere/,tier1-corridor-state
IL,Illinois,city,Extended,Edwardsville,24992,38.81144,-89.95316,/{segment}/il/edwardsville/,tier1-corridor-state
IL,Illinois,city,Extended,Westmont,24941,41.79586,-87.97562,/{segment}/il/westmont/,tier1-corridor-state
